,Rank,year,MovieName,Genre,Number,Budget,Resource_x,Runtime,Release,GoldRelease,IssueDataOfGoldenWeek,ReleaseInfo,DoubanRate,Country,Distributor,Gross,Week,db_link,db_id,imdb_id,imdb_link,Maoyan_link_x,Maoyan_link_y,TotalWechatClicks,TotalWeiboClicks,Resource_y
223,83,2018,Blood-Soaked Guangchang,War,25,,,100,1-Aug,0,4,5,4.1,China,,"$14,278,235 ",31,https://movie.douban.com/subject/27180974/,27180974,,,https://piaofang.maoyan.com/movie/1223430,https://piaofang.maoyan.com/movie/1223430,,51219,
224,84,2017,Toilet: Ek Prem Katha,Comedy,6,,749.41,155,8-Jun,1,3,8,7.1,India,,"$14,229,907 ",23,https://movie.douban.com/subject/26942645/,26942645,tt5785170,https://www.imdb.com/title/tt5785170/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1199331,https://piaofang.maoyan.com/movie/1199331,110万+,173855,7497.7万
225,84,2017,Toilet: Ek Prem Katha,Drama,12,,749.41,155,8-Jun,1,3,8,7.1,India,,"$14,229,907 ",23,https://movie.douban.com/subject/26942645/,26942645,tt5785170,https://www.imdb.com/title/tt5785170/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1199331,https://piaofang.maoyan.com/movie/1199331,110万+,173855,7497.7万
226,85,2018,Shoplifters,Crime,8,,,121,3-Aug,0,4,22,8.7,Japan,,"$14,097,096 ",31,https://movie.douban.com/subject/27622447/,27622447,tt8075192,https://www.imdb.com/title/tt8075192/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/332530,https://piaofang.maoyan.com/movie/332530,,,
227,85,2018,Shoplifters,Drama,12,,,121,3-Aug,0,4,22,8.7,Japan,,"$14,097,096 ",31,https://movie.douban.com/subject/27622447/,27622447,tt8075192,https://www.imdb.com/title/tt8075192/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/332530,https://piaofang.maoyan.com/movie/332530,,,
228,86,2018,The Hurricane Heist,Action,1,"$45,000,000
            ",22.68,103,2-Nov,1,5,5,5.9,USA,,"$13,655,054 ",44,https://movie.douban.com/subject/26793385/,26793385,tt5360952,https://www.imdb.com/title/tt5360952/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/345493,https://piaofang.maoyan.com/movie/345493,,471753,
229,86,2018,The Hurricane Heist,Crime,8,"$45,000,000
            ",22.68,103,2-Nov,1,5,5,5.9,USA,,"$13,655,054 ",44,https://movie.douban.com/subject/26793385/,26793385,tt5360952,https://www.imdb.com/title/tt5360952/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/345493,https://piaofang.maoyan.com/movie/345493,,471753,
230,86,2018,The Hurricane Heist,Thriller,24,"$45,000,000
            ",22.68,103,2-Nov,1,5,5,5.9,USA,,"$13,655,054 ",44,https://movie.douban.com/subject/26793385/,26793385,tt5360952,https://www.imdb.com/title/tt5360952/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/345493,https://piaofang.maoyan.com/movie/345493,,471753,
231,87,2018,Escape Plan 2,Action,1,"$45,000,000
            ",106,96,29-Jun,1,3,5,3.2,China,,"$13,396,152 ",26,https://movie.douban.com/subject/26905469/,26905469,tt6513656,https://www.imdb.com/title/tt6513656/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1197181,https://piaofang.maoyan.com/movie/1197181,123万+,194471,1.06亿
232,87,2018,Escape Plan 2,Crime,8,"$45,000,000
            ",106,96,29-Jun,1,3,5,3.2,China,,"$13,396,152 ",26,https://movie.douban.com/subject/26905469/,26905469,tt6513656,https://www.imdb.com/title/tt6513656/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1197181,https://piaofang.maoyan.com/movie/1197181,123万+,194471,1.06亿
233,87,2018,Escape Plan 2,Thriller,24,"$45,000,000
            ",106,96,29-Jun,1,3,5,3.2,China,,"$13,396,152 ",26,https://movie.douban.com/subject/26905469/,26905469,tt6513656,https://www.imdb.com/title/tt6513656/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1197181,https://piaofang.maoyan.com/movie/1197181,123万+,194471,1.06亿
234,88,2018,Crystal Sky of Yesterday,Animation,3,,153.34,82,26-Oct,1,5,7,6.1,China,,"$12,061,164 ",43,https://movie.douban.com/subject/26290410/,26290410,tt8161726,https://www.imdb.com/title/tt8161726/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/246596,https://piaofang.maoyan.com/movie/246596,140万+,1309421,1541.0万
235,88,2018,Crystal Sky of Yesterday,Romance,20,,153.34,82,26-Oct,1,5,7,6.1,China,,"$12,061,164 ",43,https://movie.douban.com/subject/26290410/,26290410,tt8161726,https://www.imdb.com/title/tt8161726/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/246596,https://piaofang.maoyan.com/movie/246596,140万+,1309421,1541.0万
236,89,2017,Baahubali 2: The Conclusion,Action,1,"$40,000,000
            ",100,167,4-May,1,3,5,7.1,India,,"$11,951,545 ",18,https://movie.douban.com/subject/26420932/,26420932,tt4849438,https://www.imdb.com/title/tt4849438/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/342791,https://piaofang.maoyan.com/movie/342791,106万+,17825,
237,89,2017,Baahubali 2: The Conclusion,Drama,12,"$40,000,000
            ",100,167,4-May,1,3,5,7.1,India,,"$11,951,545 ",18,https://movie.douban.com/subject/26420932/,26420932,tt4849438,https://www.imdb.com/title/tt4849438/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/342791,https://piaofang.maoyan.com/movie/342791,106万+,17825,
238,89,2017,Baahubali 2: The Conclusion,Fantasy,14,"$40,000,000
            ",100,167,4-May,1,3,5,7.1,India,,"$11,951,545 ",18,https://movie.douban.com/subject/26420932/,26420932,tt4849438,https://www.imdb.com/title/tt4849438/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/342791,https://piaofang.maoyan.com/movie/342791,106万+,17825,
239,90,2018,Last Letter,Drama,12,"&pound;1,000
            ",266.27,,9-Nov,1,5,7,6.8,UK,,"$11,609,064 ",45,https://movie.douban.com/subject/27615233/,27615233,tt2609240,https://www.imdb.com/title/tt2609240/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1216326,https://piaofang.maoyan.com/movie/1216326,31万+,1042885,2664.2万
240,90,2018,Last Letter,Short,26,"&pound;1,000
            ",266.27,,9-Nov,1,5,7,6.8,UK,,"$11,609,064 ",45,https://movie.douban.com/subject/27615233/,27615233,tt2609240,https://www.imdb.com/title/tt2609240/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1216326,https://piaofang.maoyan.com/movie/1216326,31万+,1042885,2664.2万
241,91,2018,Kung Fu Monster,Action,1,,40.31,104,21-Dec,0,1,1,3.8,China,,"$11,558,566 ",51,https://movie.douban.com/subject/26425062/,26425062,,,https://piaofang.maoyan.com/movie/342165,https://piaofang.maoyan.com/movie/342165,96万+,1365756,518.3万
242,91,2018,Kung Fu Monster,Comedy,6,,40.31,104,21-Dec,0,1,1,3.8,China,,"$11,558,566 ",51,https://movie.douban.com/subject/26425062/,26425062,,,https://piaofang.maoyan.com/movie/342165,https://piaofang.maoyan.com/movie/342165,96万+,1365756,518.3万
243,91,2018,Kung Fu Monster,Fantasy,14,,40.31,104,21-Dec,0,1,1,3.8,China,,"$11,558,566 ",51,https://movie.douban.com/subject/26425062/,26425062,,,https://piaofang.maoyan.com/movie/342165,https://piaofang.maoyan.com/movie/342165,96万+,1365756,518.3万
244,92,2016,The Snow Queen 3: Fire and Ice,Adventure,2,,,89,5-Apr,0,2,9,4.7,Russia,,"$11,554,062 ",14,https://movie.douban.com/subject/26588783/,26588783,tt4685554,https://www.imdb.com/title/tt4685554/?ref_=nv_sr_1,,,,,
245,92,2016,The Snow Queen 3: Fire and Ice,Animation,3,,,89,5-Apr,0,2,9,4.7,Russia,,"$11,554,062 ",14,https://movie.douban.com/subject/26588783/,26588783,tt4685554,https://www.imdb.com/title/tt4685554/?ref_=nv_sr_1,,,,,
246,92,2016,The Snow Queen 3: Fire and Ice,Comedy,6,,,89,5-Apr,0,2,9,4.7,Russia,,"$11,554,062 ",14,https://movie.douban.com/subject/26588783/,26588783,tt4685554,https://www.imdb.com/title/tt4685554/?ref_=nv_sr_1,,,,,
247,92,2016,The Snow Queen 3: Fire and Ice,Family,13,,,89,5-Apr,0,2,9,4.7,Russia,,"$11,554,062 ",14,https://movie.douban.com/subject/26588783/,26588783,tt4685554,https://www.imdb.com/title/tt4685554/?ref_=nv_sr_1,,,,,
248,92,2016,The Snow Queen 3: Fire and Ice,Fantasy,14,,,89,5-Apr,0,2,9,4.7,Russia,,"$11,554,062 ",14,https://movie.douban.com/subject/26588783/,26588783,tt4685554,https://www.imdb.com/title/tt4685554/?ref_=nv_sr_1,,,,,
249,93,2018,The Adventure of Afanti,Animation,3,,31.06,85,1-Oct,1,5,9,4.9,China,,"$11,113,411 ",40,https://movie.douban.com/subject/30208004/,30208004,,,https://piaofang.maoyan.com/movie/560411,https://piaofang.maoyan.com/movie/560411,5896,460254,313.0万
250,93,2018,The Adventure of Afanti,Comedy,6,,31.06,85,1-Oct,1,5,9,4.9,China,,"$11,113,411 ",40,https://movie.douban.com/subject/30208004/,30208004,,,https://piaofang.maoyan.com/movie/560411,https://piaofang.maoyan.com/movie/560411,5896,460254,313.0万
251,94,2018,Happy Little Submarine 20000 Leagues Under The Sea,Animation,3,,170.39,85,1-Jun,1,3,7,3.9,China,,"$10,949,902 ",22,https://movie.douban.com/subject/30146980/,30146980,tt8504046,https://www.imdb.com/title/tt8504046/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1216914,https://piaofang.maoyan.com/movie/1216914,27万+,2316,1746.0万
252,95,2018,Smallfoot,Adventure,2,,99.02,96,19-Oct,1,5,5,7.5,USA,,"$10,808,893 ",42,https://movie.douban.com/subject/26944582/,26944582,tt6182908,https://www.imdb.com/title/tt6182908/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1205514,https://piaofang.maoyan.com/movie/1205514,39万+,453726,1057.8万
253,95,2018,Smallfoot,Animation,3,,99.02,96,19-Oct,1,5,5,7.5,USA,,"$10,808,893 ",42,https://movie.douban.com/subject/26944582/,26944582,tt6182908,https://www.imdb.com/title/tt6182908/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1205514,https://piaofang.maoyan.com/movie/1205514,39万+,453726,1057.8万
254,95,2018,Smallfoot,Comedy,6,,99.02,96,19-Oct,1,5,5,7.5,USA,,"$10,808,893 ",42,https://movie.douban.com/subject/26944582/,26944582,tt6182908,https://www.imdb.com/title/tt6182908/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1205514,https://piaofang.maoyan.com/movie/1205514,39万+,453726,1057.8万
255,95,2018,Smallfoot,Family,13,,99.02,96,19-Oct,1,5,5,7.5,USA,,"$10,808,893 ",42,https://movie.douban.com/subject/26944582/,26944582,tt6182908,https://www.imdb.com/title/tt6182908/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1205514,https://piaofang.maoyan.com/movie/1205514,39万+,453726,1057.8万
256,95,2018,Smallfoot,Fantasy,14,,99.02,96,19-Oct,1,5,5,7.5,USA,,"$10,808,893 ",42,https://movie.douban.com/subject/26944582/,26944582,tt6182908,https://www.imdb.com/title/tt6182908/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1205514,https://piaofang.maoyan.com/movie/1205514,39万+,453726,1057.8万
257,95,2018,Smallfoot,Musical,18,,99.02,96,19-Oct,1,5,5,7.5,USA,,"$10,808,893 ",42,https://movie.douban.com/subject/26944582/,26944582,tt6182908,https://www.imdb.com/title/tt6182908/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1205514,https://piaofang.maoyan.com/movie/1205514,39万+,453726,1057.8万
258,96,1981,The Leaker,Action,1,,,103,15-Jun,1,3,5,5.6,China,,"$10,626,552 ",24,https://movie.douban.com/subject/3327484/,3327484,tt8490838,https://www.imdb.com/title/tt8490838/?ref_=fn_al_tt_2,,,,,
259,96,1981,The Leaker,Crime,8,,,103,15-Jun,1,3,5,5.6,China,,"$10,626,552 ",24,https://movie.douban.com/subject/3327484/,3327484,tt8490838,https://www.imdb.com/title/tt8490838/?ref_=fn_al_tt_2,,,,,
260,96,1981,The Leaker,Thriller,24,,,103,15-Jun,1,3,5,5.6,China,,"$10,626,552 ",24,https://movie.douban.com/subject/3327484/,3327484,tt8490838,https://www.imdb.com/title/tt8490838/?ref_=fn_al_tt_2,,,,,
261,97,2018,Annihilation,Adventure,2,"$40,000,000
            ",437.18,115,13-Apr,0,2,4,7.1,UK,PPI,"$10,338,614 ",15,https://movie.douban.com/subject/26384741/,26384741,tt2798920,https://www.imdb.com/title/tt2798920/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/338426,https://piaofang.maoyan.com/movie/338426,330万+,86509,4376.8万
262,97,2018,Annihilation,Drama,12,"$40,000,000
            ",437.18,115,13-Apr,0,2,4,7.1,UK,PPI,"$10,338,614 ",15,https://movie.douban.com/subject/26384741/,26384741,tt2798920,https://www.imdb.com/title/tt2798920/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/338426,https://piaofang.maoyan.com/movie/338426,330万+,86509,4376.8万
263,97,2018,Annihilation,Horror,16,"$40,000,000
            ",437.18,115,13-Apr,0,2,4,7.1,UK,PPI,"$10,338,614 ",15,https://movie.douban.com/subject/26384741/,26384741,tt2798920,https://www.imdb.com/title/tt2798920/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/338426,https://piaofang.maoyan.com/movie/338426,330万+,86509,4376.8万
264,97,2018,Annihilation,Mystery,19,"$40,000,000
            ",437.18,115,13-Apr,0,2,4,7.1,UK,PPI,"$10,338,614 ",15,https://movie.douban.com/subject/26384741/,26384741,tt2798920,https://www.imdb.com/title/tt2798920/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/338426,https://piaofang.maoyan.com/movie/338426,330万+,86509,4376.8万
265,97,2018,Annihilation,Sci-Fi,21,"$40,000,000
            ",437.18,115,13-Apr,0,2,4,7.1,UK,PPI,"$10,338,614 ",15,https://movie.douban.com/subject/26384741/,26384741,tt2798920,https://www.imdb.com/title/tt2798920/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/338426,https://piaofang.maoyan.com/movie/338426,330万+,86509,4376.8万
266,97,2018,Annihilation,Thriller,24,"$40,000,000
            ",437.18,115,13-Apr,0,2,4,7.1,UK,PPI,"$10,338,614 ",15,https://movie.douban.com/subject/26384741/,26384741,tt2798920,https://www.imdb.com/title/tt2798920/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/338426,https://piaofang.maoyan.com/movie/338426,330万+,86509,4376.8万
267,98,2018,Lobster Cop,Comedy,6,,821.04,94,22-Jun,1,3,4,4.9,China,,"$10,261,313 ",25,https://movie.douban.com/subject/26992383/,26992383,tt8489090,https://www.imdb.com/title/tt8489090/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1203310,https://piaofang.maoyan.com/movie/1203310,114万+,59717,8213.4万
268,98,2018,Lobster Cop,Crime,8,,821.04,94,22-Jun,1,3,4,4.9,China,,"$10,261,313 ",25,https://movie.douban.com/subject/26992383/,26992383,tt8489090,https://www.imdb.com/title/tt8489090/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1203310,https://piaofang.maoyan.com/movie/1203310,114万+,59717,8213.4万
269,99,2017,"Three Billboards Outside Ebbing, Missouri",Comedy,6,"$15,000,000
            ",53.59,115,2-Mar,0,2,27,8.7,UK,Fox,"$10,259,207 ",9,https://movie.douban.com/subject/26611804/,26611804,tt5027774,https://www.imdb.com/title/tt5027774/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/342754,https://piaofang.maoyan.com/movie/342754,525万+,19187,536.3万
270,99,2017,"Three Billboards Outside Ebbing, Missouri",Crime,8,"$15,000,000
            ",53.59,115,2-Mar,0,2,27,8.7,UK,Fox,"$10,259,207 ",9,https://movie.douban.com/subject/26611804/,26611804,tt5027774,https://www.imdb.com/title/tt5027774/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/342754,https://piaofang.maoyan.com/movie/342754,525万+,19187,536.3万
271,99,2017,"Three Billboards Outside Ebbing, Missouri",Drama,12,"$15,000,000
            ",53.59,115,2-Mar,0,2,27,8.7,UK,Fox,"$10,259,207 ",9,https://movie.douban.com/subject/26611804/,26611804,tt5027774,https://www.imdb.com/title/tt5027774/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/342754,https://piaofang.maoyan.com/movie/342754,525万+,19187,536.3万
272,100,2018,Girls Vs Gangsters (Guimi 2),Comedy,6,,,109,2-Mar,0,2,4,2.6,china,,"$10,166,181 ",9,https://movie.douban.com/subject/25856453/,25856453,,,,,,,
273,100,2018,Girls Vs Gangsters (Guimi 2),Romance,20,,,109,2-Mar,0,2,4,2.6,china,,"$10,166,181 ",9,https://movie.douban.com/subject/25856453/,25856453,,,,,,,
