,key_0,Rank,MovieName,Distributor,Gross,Release,Week,BOM_link,ReleaseInfo,db_link,db_id,rating,year,imdb_id,imdb_link,Runtime,Budget,Country,Resource_x,Maoyan_link_x,WeiboClicks,GoldRelease,IssueDataOfGoldenWeek,Genre,Number,Genre,Maoyan_link_y,TotalWeiboClicks,TotalWechatClicks,Resource_y
184,ACTION,75,The Transporter Refueled,,"$18,344,558 ",19-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=transporter4.htm,2,https://movie.douban.com/subject/24718797/,24718797,5.9,2015,tt2938956,https://www.imdb.com/title/tt2938956/?ref_=nv_sr_1,96,"$25,000,000
            ",France,,https://piaofang.maoyan.com/movie/247852,,1,5,Action,1,Action,https://piaofang.maoyan.com/movie/247852,,,
185,ADVENTURE,75,The Transporter Refueled,,"$18,344,558 ",19-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=transporter4.htm,2,https://movie.douban.com/subject/24718797/,24718797,5.9,2015,tt2938956,https://www.imdb.com/title/tt2938956/?ref_=nv_sr_1,96,"$25,000,000
            ",France,,https://piaofang.maoyan.com/movie/247852,,1,5,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/247852,,,
186,CRIME,75,The Transporter Refueled,,"$18,344,558 ",19-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=transporter4.htm,2,https://movie.douban.com/subject/24718797/,24718797,5.9,2015,tt2938956,https://www.imdb.com/title/tt2938956/?ref_=nv_sr_1,96,"$25,000,000
            ",France,,https://piaofang.maoyan.com/movie/247852,,1,5,Crime,8,Crime,https://piaofang.maoyan.com/movie/247852,,,
187,THRILLER,75,The Transporter Refueled,,"$18,344,558 ",19-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=transporter4.htm,2,https://movie.douban.com/subject/24718797/,24718797,5.9,2015,tt2938956,https://www.imdb.com/title/tt2938956/?ref_=nv_sr_1,96,"$25,000,000
            ",France,,https://piaofang.maoyan.com/movie/247852,,1,5,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/247852,,,
188,,76,The Divergent Series: Insurgent,China Film,"$18,039,876 ",19-Jun,25,https://www.boxofficemojo.com//movies/?page=intl&id=insurgent.htm,26,https://movie.douban.com/subject/25794212/,25794212,5.9,2015,,,,,,,,,1,3,,,,,,,
189,,77,Emperor's Holidays,,"$17,000,000 ",19-Feb,8,https://www.boxofficemojo.com//movies/intl/?id=_fEMPERORSHOLIDAYS01&country=CH&wk=2015W9&id=_fEMPERORSHOLIDAYS01&p=.htm,2,https://movie.douban.com/subject/25908302/,25908302,4,2015,,,,,,,,,0,1,,,,,,,
190,ADVENTURE,78,Paddington,HuaXia,"$16,790,174 ",5-Mar,10,https://www.boxofficemojo.com//movies/?page=intl&id=paddington.htm,77,https://movie.douban.com/subject/2998373/,2998373,7.7,2014,tt1109624,https://www.imdb.com/title/tt1109624/?ref_=nv_sr_1,95,"$55,000,000
            ",UK,,https://piaofang.maoyan.com/movie/736931,,0,2,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/736931,,,
191,COMEDY,78,Paddington,HuaXia,"$16,790,174 ",5-Mar,10,https://www.boxofficemojo.com//movies/?page=intl&id=paddington.htm,77,https://movie.douban.com/subject/2998373/,2998373,7.7,2014,tt1109624,https://www.imdb.com/title/tt1109624/?ref_=nv_sr_1,95,"$55,000,000
            ",UK,,https://piaofang.maoyan.com/movie/736931,,0,2,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/736931,,,
192,FAMILY,78,Paddington,HuaXia,"$16,790,174 ",5-Mar,10,https://www.boxofficemojo.com//movies/?page=intl&id=paddington.htm,77,https://movie.douban.com/subject/2998373/,2998373,7.7,2014,tt1109624,https://www.imdb.com/title/tt1109624/?ref_=nv_sr_1,95,"$55,000,000
            ",UK,,https://piaofang.maoyan.com/movie/736931,,0,2,Family,13,Family,https://piaofang.maoyan.com/movie/736931,,,
193,FANTASY,78,Paddington,HuaXia,"$16,790,174 ",5-Mar,10,https://www.boxofficemojo.com//movies/?page=intl&id=paddington.htm,77,https://movie.douban.com/subject/2998373/,2998373,7.7,2014,tt1109624,https://www.imdb.com/title/tt1109624/?ref_=nv_sr_1,95,"$55,000,000
            ",UK,,https://piaofang.maoyan.com/movie/736931,,0,2,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/736931,,,
194,ACTION,79,Chappie,HuaXia,"$16,400,000 ",8-May,19,https://www.boxofficemojo.com//movies/?page=intl&id=chappie.htm,3,https://movie.douban.com/subject/6846893/,6846893,7.2,2015,tt1823672,https://www.imdb.com/title/tt1823672/?ref_=nv_sr_1,120,"$49,000,000
            ",South,,https://piaofang.maoyan.com/movie/561483,,1,3,Action,1,Action,https://piaofang.maoyan.com/movie/561483,,,
195,CRIME,79,Chappie,HuaXia,"$16,400,000 ",8-May,19,https://www.boxofficemojo.com//movies/?page=intl&id=chappie.htm,3,https://movie.douban.com/subject/6846893/,6846893,7.2,2015,tt1823672,https://www.imdb.com/title/tt1823672/?ref_=nv_sr_1,120,"$49,000,000
            ",South,,https://piaofang.maoyan.com/movie/561483,,1,3,Crime,8,Crime,https://piaofang.maoyan.com/movie/561483,,,
196,DRAMA,79,Chappie,HuaXia,"$16,400,000 ",8-May,19,https://www.boxofficemojo.com//movies/?page=intl&id=chappie.htm,3,https://movie.douban.com/subject/6846893/,6846893,7.2,2015,tt1823672,https://www.imdb.com/title/tt1823672/?ref_=nv_sr_1,120,"$49,000,000
            ",South,,https://piaofang.maoyan.com/movie/561483,,1,3,Drama,12,Drama,https://piaofang.maoyan.com/movie/561483,,,
197,SCI-FI,79,Chappie,HuaXia,"$16,400,000 ",8-May,19,https://www.boxofficemojo.com//movies/?page=intl&id=chappie.htm,3,https://movie.douban.com/subject/6846893/,6846893,7.2,2015,tt1823672,https://www.imdb.com/title/tt1823672/?ref_=nv_sr_1,120,"$49,000,000
            ",South,,https://piaofang.maoyan.com/movie/561483,,1,3,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/561483,,,
198,THRILLER,79,Chappie,HuaXia,"$16,400,000 ",8-May,19,https://www.boxofficemojo.com//movies/?page=intl&id=chappie.htm,3,https://movie.douban.com/subject/6846893/,6846893,7.2,2015,tt1823672,https://www.imdb.com/title/tt1823672/?ref_=nv_sr_1,120,"$49,000,000
            ",South,,https://piaofang.maoyan.com/movie/561483,,1,3,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/561483,,,
199,,80,Everest (2015),,"$15,446,746 ",3-Nov,44,https://www.boxofficemojo.com//movies/?page=intl&id=everest2015.htm,2,https://movie.douban.com/subject/22265299/,22265299,7.4,2015,,,,,,,,,1,5,,,,,,,
200,ANIMATION,81,Inside Out,Disney,"$15,314,000 ",6-Oct,40,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2014.htm,13,https://movie.douban.com/subject/10533913/,10533913,8.7,2015,tt2096673,https://www.imdb.com/title/tt2096673/?ref_=nv_sr_1,95,"$175,000,000
            ",USA,,,,1,5,Animation,3,Animation,,,,
201,ADVENTURE,81,Inside Out,Disney,"$15,314,000 ",6-Oct,40,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2014.htm,13,https://movie.douban.com/subject/10533913/,10533913,8.7,2015,tt2096673,https://www.imdb.com/title/tt2096673/?ref_=nv_sr_1,95,"$175,000,000
            ",USA,,,,1,5,Adventure,2,Adventure,,,,
202,COMEDY,81,Inside Out,Disney,"$15,314,000 ",6-Oct,40,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2014.htm,13,https://movie.douban.com/subject/10533913/,10533913,8.7,2015,tt2096673,https://www.imdb.com/title/tt2096673/?ref_=nv_sr_1,95,"$175,000,000
            ",USA,,,,1,5,Comedy,6,Comedy,,,,
203,DRAMA,81,Inside Out,Disney,"$15,314,000 ",6-Oct,40,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2014.htm,13,https://movie.douban.com/subject/10533913/,10533913,8.7,2015,tt2096673,https://www.imdb.com/title/tt2096673/?ref_=nv_sr_1,95,"$175,000,000
            ",USA,,,,1,5,Drama,12,Drama,,,,
204,FAMILY,81,Inside Out,Disney,"$15,314,000 ",6-Oct,40,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2014.htm,13,https://movie.douban.com/subject/10533913/,10533913,8.7,2015,tt2096673,https://www.imdb.com/title/tt2096673/?ref_=nv_sr_1,95,"$175,000,000
            ",USA,,,,1,5,Family,13,Family,,,,
205,FANTASY,81,Inside Out,Disney,"$15,314,000 ",6-Oct,40,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2014.htm,13,https://movie.douban.com/subject/10533913/,10533913,8.7,2015,tt2096673,https://www.imdb.com/title/tt2096673/?ref_=nv_sr_1,95,"$175,000,000
            ",USA,,,,1,5,Fantasy,14,Fantasy,,,,
206,ACTION,82,Pixels,,"$15,300,000 ",15-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=pixels.htm,3,https://movie.douban.com/subject/25838463/,25838463,6.1,2015,tt2120120,https://www.imdb.com/title/tt2120120/?ref_=nv_sr_1,105,"$88,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1081538,,0,4,Action,1,Action,https://piaofang.maoyan.com/movie/1081538,,,
207,COMEDY,82,Pixels,,"$15,300,000 ",15-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=pixels.htm,3,https://movie.douban.com/subject/25838463/,25838463,6.1,2015,tt2120120,https://www.imdb.com/title/tt2120120/?ref_=nv_sr_1,105,"$88,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1081538,,0,4,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/1081538,,,
208,SCI-FI,82,Pixels,,"$15,300,000 ",15-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=pixels.htm,3,https://movie.douban.com/subject/25838463/,25838463,6.1,2015,tt2120120,https://www.imdb.com/title/tt2120120/?ref_=nv_sr_1,105,"$88,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1081538,,0,4,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/1081538,,,
209,,83,Meitantei Conan: Goka no himawari,,"$12,496,657 ",23-Oct,43,,,https://movie.douban.com/subject/26094129/,26094129,5.7,2015,,,,,,,,,1,5,,,,,,,
210,COMEDY,84,Heart for Heaven,,"$12,435,610 ",31-Dec,1,,,https://movie.douban.com/subject/26611801/,26611801,5.6,2015,tt5396872,https://www.imdb.com/title/tt5396872/?ref_=nv_sr_1,102,,China,,https://piaofang.maoyan.com/movie/342758,,0,1,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/342758,,,
211,,85,Little Door Gods (Xiao men shen),,"$11,902,156 ",25-Dec,52,,,https://movie.douban.com/subject/25845910/,25845910,6.8,2016,,,,,,,,,0,1,,,,,,,
212,ANIMATION,86,Roco Kingdom 4,,"$11,810,000 ",13-Aug,33,https://www.boxofficemojo.com//movies/intl/?id=_fROCOKINGDOM401&country=CH&wk=2015W34&id=_fROCOKINGDOM401&p=.htm,3,https://movie.douban.com/subject/26356871/,26356871,4.7,2015,tt4899044,https://www.imdb.com/title/tt4899044/?ref_=nv_sr_1,,,China,,https://piaofang.maoyan.com/movie/248753,,0,4,Animation,3,Animation,https://piaofang.maoyan.com/movie/248753,,,
213,DRAMA,87,The Third Way of Love,,"$11,270,000 ",25-Sep,39,,,https://movie.douban.com/subject/25911595/,25911595,5.1,2015,tt5057982,https://www.imdb.com/title/tt5057982/?ref_=nv_sr_1,113,,China,,https://piaofang.maoyan.com/movie/246816,,0,4,Drama,12,Drama,https://piaofang.maoyan.com/movie/246816,,,
214,ROMANCE,87,The Third Way of Love,,"$11,270,000 ",25-Sep,39,,,https://movie.douban.com/subject/25911595/,25911595,5.1,2015,tt5057982,https://www.imdb.com/title/tt5057982/?ref_=nv_sr_1,113,,China,,https://piaofang.maoyan.com/movie/246816,,0,4,Romance,20,Romance,https://piaofang.maoyan.com/movie/246816,,,
215,ANIMATION,88,Mr. Black: Green Star,,"$10,849,131 ",7-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fMRBLACKGREENSTA01&country=CH&wk=2015W33&id=_fMRBLACKGREENSTA01&p=.htm,1,https://movie.douban.com/subject/21943062/,21943062,5.2,2015,tt4885924,https://www.imdb.com/title/tt4885924/?ref_=nv_sr_1,,,China,暂无 ,https://piaofang.maoyan.com/movie/248592,,0,4,Animation,3,Animation,https://piaofang.maoyan.com/movie/248592,,,
216,CRIME,89,The Vanished Murderer,,"$10,763,405 ",27-Nov,48,https://www.boxofficemojo.com//movies/intl/?id=_fTHEVANISHEDMURDE01&country=CH&wk=2015W49&id=_fTHEVANISHEDMURDE01&p=.htm,2,https://movie.douban.com/subject/25778483/,25778483,4.8,2015,tt5190950,https://www.imdb.com/title/tt5190950/?ref_=nv_sr_1,120,,Hong,暂无 ,https://piaofang.maoyan.com/movie/246081,,1,5,Crime,8,Crime,https://piaofang.maoyan.com/movie/246081,,,
217,THRILLER,89,The Vanished Murderer,,"$10,763,405 ",27-Nov,48,https://www.boxofficemojo.com//movies/intl/?id=_fTHEVANISHEDMURDE01&country=CH&wk=2015W49&id=_fTHEVANISHEDMURDE01&p=.htm,2,https://movie.douban.com/subject/25778483/,25778483,4.8,2015,tt5190950,https://www.imdb.com/title/tt5190950/?ref_=nv_sr_1,120,,Hong,暂无 ,https://piaofang.maoyan.com/movie/246081,,1,5,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/246081,,,
218,COMEDY,90,Only You,China Film,"$10,710,000 ",24-Jul,30,https://www.boxofficemojo.com//movies/?page=intl&id=onlyyou15.htm,2,https://movie.douban.com/subject/25881780/,25881780,5.7,2015,tt0110737,https://www.imdb.com/title/tt0110737/?ref_=nv_sr_1,115,,USA,,https://piaofang.maoyan.com/movie/369782,,0,4,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/369782,,,
219,ROMANCE,90,Only You,China Film,"$10,710,000 ",24-Jul,30,https://www.boxofficemojo.com//movies/?page=intl&id=onlyyou15.htm,2,https://movie.douban.com/subject/25881780/,25881780,5.7,2015,tt0110737,https://www.imdb.com/title/tt0110737/?ref_=nv_sr_1,115,,USA,,https://piaofang.maoyan.com/movie/369782,,0,4,Romance,20,Romance,https://piaofang.maoyan.com/movie/369782,,,
220,DRAMA,91,Crazy New Year's Eve,,"$10,280,000 ",6-Feb,6,https://www.boxofficemojo.com//movies/intl/?id=_fCRAZYNEWYEARSEVE01&country=CH&wk=2015W7&id=_fCRAZYNEWYEARSEVE01&p=.htm,2,https://movie.douban.com/subject/25880244/,25880244,5,2015,tt4481934,https://www.imdb.com/title/tt4481934/?ref_=nv_sr_1,120,"CNY&nbsp;50,000,000
            ",China,,,,0,1,Drama,12,Drama,,,,
221,COMEDY,92,I Am Somebody,,"$9,870,000 ",2-Jul,27,,,https://movie.douban.com/subject/25746375/,25746375,7.1,2015,tt4786802,https://www.imdb.com/title/tt4786802/?ref_=nv_sr_1,134,,China,,https://piaofang.maoyan.com/movie/504206,,0,4,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/504206,,,
222,ANIMATION,93,Pleasant Goat and Big Big Wolf - Amazing Pleasant Goat,,"$9,830,000 ",31-Jan,5,https://www.boxofficemojo.com//movies/intl/?id=_fPLEASANTGOATANDB04&country=CH&wk=2015W6&id=_fPLEASANTGOATANDB04&p=.htm,3,https://movie.douban.com/subject/26220735/,26220735,5,2015,tt4539628,https://www.imdb.com/title/tt4539628/?ref_=nv_sr_1,86,,China,,https://piaofang.maoyan.com/movie/246357,,0,1,Animation,3,Animation,https://piaofang.maoyan.com/movie/246357,,,
223,,94,The Grandmaster 3D,HuaXia,"$9,830,000 ",8-Jan,2,https://www.boxofficemojo.com//movies/intl/?id=_fTHEGRANDMASTER3D01&country=CH&wk=2015W3&id=_fTHEGRANDMASTER3D01&p=.htm,2,https://movie.douban.com/subject/3821067/,3821067,7.9,2013,,,,,,,,,0,1,,,,,,,
224,COMEDY,95,One Night Stud,,"$9,670,000 ",6-Feb,6,https://www.boxofficemojo.com//movies/intl/?id=_fONENIGHTSTUD01&country=CH&wk=2015W7&id=_fONENIGHTSTUD01&p=.htm,2,https://movie.douban.com/subject/24743712/,24743712,4.7,2015,tt4561398,https://www.imdb.com/title/tt4561398/?ref_=nv_sr_1,105,,China,,https://piaofang.maoyan.com/movie/395568,,0,1,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/395568,,,
225,ACTION,96,The Assassin,,"$9,400,000 ",27-Aug,35,https://www.boxofficemojo.com//movies/?page=intl&id=theassassin.htm,2,https://movie.douban.com/subject/2303845/,2303845,7.2,2015,tt3508840,https://www.imdb.com/title/tt3508840/?ref_=nv_sr_1,105,"$15,000,000
            ",Taiwan,,https://piaofang.maoyan.com/movie/870873,,0,4,Action,1,Action,https://piaofang.maoyan.com/movie/870873,,,
226,DRAMA,96,The Assassin,,"$9,400,000 ",27-Aug,35,https://www.boxofficemojo.com//movies/?page=intl&id=theassassin.htm,2,https://movie.douban.com/subject/2303845/,2303845,7.2,2015,tt3508840,https://www.imdb.com/title/tt3508840/?ref_=nv_sr_1,105,"$15,000,000
            ",Taiwan,,https://piaofang.maoyan.com/movie/870873,,0,4,Drama,12,Drama,https://piaofang.maoyan.com/movie/870873,,,
227,HISTORY,96,The Assassin,,"$9,400,000 ",27-Aug,35,https://www.boxofficemojo.com//movies/?page=intl&id=theassassin.htm,2,https://movie.douban.com/subject/2303845/,2303845,7.2,2015,tt3508840,https://www.imdb.com/title/tt3508840/?ref_=nv_sr_1,105,"$15,000,000
            ",Taiwan,,https://piaofang.maoyan.com/movie/870873,,0,4,History,15,History,https://piaofang.maoyan.com/movie/870873,,,
228,ANIMATION,97,Kwai Boo,,"$9,140,000 ",6-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fKWAIBOO01&country=CH&wk=2015W33&id=_fKWAIBOO01&p=.htm,2,https://movie.douban.com/subject/26331608/,26331608,5.1,2015,tt4885958,https://www.imdb.com/title/tt4885958/?ref_=nv_sr_1,95,,China,,https://piaofang.maoyan.com/movie/248463,,0,4,Animation,3,Animation,https://piaofang.maoyan.com/movie/248463,,,
229,ADVENTURE,97,Kwai Boo,,"$9,140,000 ",6-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fKWAIBOO01&country=CH&wk=2015W33&id=_fKWAIBOO01&p=.htm,2,https://movie.douban.com/subject/26331608/,26331608,5.1,2015,tt4885958,https://www.imdb.com/title/tt4885958/?ref_=nv_sr_1,95,,China,,https://piaofang.maoyan.com/movie/248463,,0,4,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/248463,,,
230,COMEDY,97,Kwai Boo,,"$9,140,000 ",6-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fKWAIBOO01&country=CH&wk=2015W33&id=_fKWAIBOO01&p=.htm,2,https://movie.douban.com/subject/26331608/,26331608,5.1,2015,tt4885958,https://www.imdb.com/title/tt4885958/?ref_=nv_sr_1,95,,China,,https://piaofang.maoyan.com/movie/248463,,0,4,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/248463,,,
231,SCI-FI,97,Kwai Boo,,"$9,140,000 ",6-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fKWAIBOO01&country=CH&wk=2015W33&id=_fKWAIBOO01&p=.htm,2,https://movie.douban.com/subject/26331608/,26331608,5.1,2015,tt4885958,https://www.imdb.com/title/tt4885958/?ref_=nv_sr_1,95,,China,,https://piaofang.maoyan.com/movie/248463,,0,4,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/248463,,,
232,ANIMATION,98,The SpongeBob Movie: Sponge Out of Water,,"$8,762,372 ",1-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=spongebob2.htm,3,https://movie.douban.com/subject/11808948/,11808948,7.3,2015,tt2279373,https://www.imdb.com/title/tt2279373/?ref_=nv_sr_1,92,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246024,,0,1,Animation,3,Animation,https://piaofang.maoyan.com/movie/246024,,,
233,ADVENTURE,98,The SpongeBob Movie: Sponge Out of Water,,"$8,762,372 ",1-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=spongebob2.htm,3,https://movie.douban.com/subject/11808948/,11808948,7.3,2015,tt2279373,https://www.imdb.com/title/tt2279373/?ref_=nv_sr_1,92,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246024,,0,1,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/246024,,,
234,COMEDY,98,The SpongeBob Movie: Sponge Out of Water,,"$8,762,372 ",1-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=spongebob2.htm,3,https://movie.douban.com/subject/11808948/,11808948,7.3,2015,tt2279373,https://www.imdb.com/title/tt2279373/?ref_=nv_sr_1,92,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246024,,0,1,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/246024,,,
235,FAMILY,98,The SpongeBob Movie: Sponge Out of Water,,"$8,762,372 ",1-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=spongebob2.htm,3,https://movie.douban.com/subject/11808948/,11808948,7.3,2015,tt2279373,https://www.imdb.com/title/tt2279373/?ref_=nv_sr_1,92,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246024,,0,1,Family,13,Family,https://piaofang.maoyan.com/movie/246024,,,
236,FANTASY,98,The SpongeBob Movie: Sponge Out of Water,,"$8,762,372 ",1-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=spongebob2.htm,3,https://movie.douban.com/subject/11808948/,11808948,7.3,2015,tt2279373,https://www.imdb.com/title/tt2279373/?ref_=nv_sr_1,92,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246024,,0,1,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/246024,,,
237,ANIMATION,99,Shaun the Sheep Movie,China Film,"$8,713,376 ",17-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=shaunthesheep.htm,44,https://movie.douban.com/subject/24397586/,24397586,8.4,2015,tt2872750,https://www.imdb.com/title/tt2872750/?ref_=nv_sr_1,85,"$25,000,000
            ",UK,,https://piaofang.maoyan.com/movie/1213293,,0,4,Animation,3,Animation,https://piaofang.maoyan.com/movie/1213293,,,
238,ADVENTURE,99,Shaun the Sheep Movie,China Film,"$8,713,376 ",17-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=shaunthesheep.htm,44,https://movie.douban.com/subject/24397586/,24397586,8.4,2015,tt2872750,https://www.imdb.com/title/tt2872750/?ref_=nv_sr_1,85,"$25,000,000
            ",UK,,https://piaofang.maoyan.com/movie/1213293,,0,4,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/1213293,,,
239,COMEDY,99,Shaun the Sheep Movie,China Film,"$8,713,376 ",17-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=shaunthesheep.htm,44,https://movie.douban.com/subject/24397586/,24397586,8.4,2015,tt2872750,https://www.imdb.com/title/tt2872750/?ref_=nv_sr_1,85,"$25,000,000
            ",UK,,https://piaofang.maoyan.com/movie/1213293,,0,4,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/1213293,,,
240,FAMILY,99,Shaun the Sheep Movie,China Film,"$8,713,376 ",17-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=shaunthesheep.htm,44,https://movie.douban.com/subject/24397586/,24397586,8.4,2015,tt2872750,https://www.imdb.com/title/tt2872750/?ref_=nv_sr_1,85,"$25,000,000
            ",UK,,https://piaofang.maoyan.com/movie/1213293,,0,4,Family,13,Family,https://piaofang.maoyan.com/movie/1213293,,,
241,FANTASY,99,Shaun the Sheep Movie,China Film,"$8,713,376 ",17-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=shaunthesheep.htm,44,https://movie.douban.com/subject/24397586/,24397586,8.4,2015,tt2872750,https://www.imdb.com/title/tt2872750/?ref_=nv_sr_1,85,"$25,000,000
            ",UK,,https://piaofang.maoyan.com/movie/1213293,,0,4,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/1213293,,,
242,,100,Cities in Love,,"$8,120,000 ",19-Aug,33,https://www.boxofficemojo.com//movies/intl/?id=_fCITIESINLOVE01&country=CH&wk=2015W34&id=_fCITIESINLOVE01&p=.htm,1,https://movie.douban.com/subject/26263443/,26263443,5.6,2015,,,,,,,https://piaofang.maoyan.com/movie/246297,,0,4,,,,https://piaofang.maoyan.com/movie/246297,,,
