,Rank,MovieName,Distributor,Gross,Release,Week,BOM_link,ReleaseInfo,db_link,db_id,rating,year,imdb_id,imdb_link,Runtime,Budget,Country,GoldRelease,IssueDataOfGoldenWeek,Genre,Number,Maoyan_link,TotalWechatClicks,TotalWeiboClicks,Resource
74,24,Guardians of the Galaxy Vol. 2,,"$100,663,260 ",5-May,18,https://www.boxofficemojo.com//movies/?page=intl&id=marvel17a.htm,5,https://movie.douban.com/subject/25937854/,25937854,8,2017,tt3896198,https://www.imdb.com/title/tt3896198/?ref_=nv_sr_1,136,"$200,000,000 ",USA,1,3,Comedy,6,https://piaofang.maoyan.com/movie/248683,,,
75,24,Guardians of the Galaxy Vol. 2,,"$100,663,260 ",5-May,18,https://www.boxofficemojo.com//movies/?page=intl&id=marvel17a.htm,5,https://movie.douban.com/subject/25937854/,25937854,8,2017,tt3896198,https://www.imdb.com/title/tt3896198/?ref_=nv_sr_1,136,"$200,000,000 ",USA,1,3,Sci-Fi,21,https://piaofang.maoyan.com/movie/248683,,,
76,25,The Mummy (2017),UPI,"$91,707,392 ",9-Jun,23,https://www.boxofficemojo.com//movies/?page=intl&id=mummy2016.htm,5,https://movie.douban.com/subject/20451290/,20451290,4.7,2017,tt2345759,https://www.imdb.com/title/tt2345759/?ref_=fn_al_tt_1,110,"$125,000,000 ",USA,1,3,Action,1,,,,
77,26,Wonder Woman,WB,"$90,498,909 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=wonderwoman.htm,9,https://movie.douban.com/subject/1578714/,1578714,7.1,2017,tt0451279,https://www.imdb.com/title/tt0451279/?ref_=nv_sr_1,120,"$149,000,000 ",USA,1,3,Action,1,https://piaofang.maoyan.com/movie/848460,,,
78,26,Wonder Woman,WB,"$90,498,909 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=wonderwoman.htm,9,https://movie.douban.com/subject/1578714/,1578714,7.1,2017,tt0451279,https://www.imdb.com/title/tt0451279/?ref_=nv_sr_1,120,"$149,000,000 ",USA,1,3,Adventure,2,https://piaofang.maoyan.com/movie/848460,,,
79,26,Wonder Woman,WB,"$90,498,909 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=wonderwoman.htm,9,https://movie.douban.com/subject/1578714/,1578714,7.1,2017,tt0451279,https://www.imdb.com/title/tt0451279/?ref_=nv_sr_1,120,"$149,000,000 ",USA,1,3,Fantasy,14,https://piaofang.maoyan.com/movie/848460,,,
80,26,Wonder Woman,WB,"$90,498,909 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=wonderwoman.htm,9,https://movie.douban.com/subject/1578714/,1578714,7.1,2017,tt0451279,https://www.imdb.com/title/tt0451279/?ref_=nv_sr_1,120,"$149,000,000 ",USA,1,3,Sci-Fi,21,https://piaofang.maoyan.com/movie/848460,,,
81,26,Wonder Woman,WB,"$90,498,909 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=wonderwoman.htm,9,https://movie.douban.com/subject/1578714/,1578714,7.1,2017,tt0451279,https://www.imdb.com/title/tt0451279/?ref_=nv_sr_1,120,"$149,000,000 ",USA,1,3,War,25,https://piaofang.maoyan.com/movie/848460,,,
82,27,A Dog's Purpose,,"$88,226,996 ",3-Mar,9,https://www.boxofficemojo.com/movies/?id=adogspurpose.htm,10,https://movie.douban.com/subject/6873143/,6873143,7.7,2017,tt1753383,https://www.imdb.com/title/tt1753383/?ref_=nv_sr_1,141,,,0,2,Adventure,2,,,,
83,28,Chasing the Dragon,,"$87,253,052 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=chasingthedragon.htm,9,https://movie.douban.com/subject/26425068/,26425068,7.2,2017,tt6015328,https://www.imdb.com/title/tt6015328/?ref_=nv_sr_1,128,,Hong,0,4,Action,1,https://piaofang.maoyan.com/movie/785935,,,
84,28,Chasing the Dragon,,"$87,253,052 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=chasingthedragon.htm,9,https://movie.douban.com/subject/26425068/,26425068,7.2,2017,tt6015328,https://www.imdb.com/title/tt6015328/?ref_=nv_sr_1,128,,Hong,0,4,Biography,4,https://piaofang.maoyan.com/movie/785935,,,
85,28,Chasing the Dragon,,"$87,253,052 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=chasingthedragon.htm,9,https://movie.douban.com/subject/26425068/,26425068,7.2,2017,tt6015328,https://www.imdb.com/title/tt6015328/?ref_=nv_sr_1,128,,Hong,0,4,Crime,8,https://piaofang.maoyan.com/movie/785935,,,
86,28,Chasing the Dragon,,"$87,253,052 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=chasingthedragon.htm,9,https://movie.douban.com/subject/26425068/,26425068,7.2,2017,tt6015328,https://www.imdb.com/title/tt6015328/?ref_=nv_sr_1,128,,Hong,0,4,History,15,https://piaofang.maoyan.com/movie/785935,,,
87,29,Beauty and the Beast (2017),Disney,"$85,763,002 ",17-Mar,11,https://www.boxofficemojo.com//movies/?page=intl&id=beautyandthebeast2017.htm,5,https://movie.douban.com/subject/25900945/,25900945,7.2,2017,tt2771200,https://www.imdb.com/title/tt2771200/?ref_=fn_al_tt_1,129,"$160,000,000 ",USA,0,2,Family,13,,,,
88,30,Legend of the Demon Cat,,"$84,089,891 ",22-Dec,51,,,https://movie.douban.com/subject/5350027/,5350027,6.9,2017,tt6157626,https://www.imdb.com/title/tt6157626/?ref_=nv_sr_1,129,"$25,000,000 ",China,0,1,Drama,12,https://piaofang.maoyan.com/movie/345862,,,6.62亿
89,31,Once Upon A Time,,"$82,313,686 ",3-Aug,31,https://www.boxofficemojo.com//movies/?page=intl&id=onceuponatime.htm,6,https://movie.douban.com/subject/25823277/,25823277,3.9,2017,tt1843230,https://www.imdb.com/title/tt1843230/?ref_=nv_sr_1,60,,USA,0,4,Adventure,2,,,,
90,31,Once Upon A Time,,"$82,313,686 ",3-Aug,31,https://www.boxofficemojo.com//movies/?page=intl&id=onceuponatime.htm,6,https://movie.douban.com/subject/25823277/,25823277,3.9,2017,tt1843230,https://www.imdb.com/title/tt1843230/?ref_=nv_sr_1,60,,USA,0,4,Fantasy,14,,,,
91,31,Once Upon A Time,,"$82,313,686 ",3-Aug,31,https://www.boxofficemojo.com//movies/?page=intl&id=onceuponatime.htm,6,https://movie.douban.com/subject/25823277/,25823277,3.9,2017,tt1843230,https://www.imdb.com/title/tt1843230/?ref_=nv_sr_1,60,,USA,0,4,Romance,20,,,,
92,32,The Foreigner,,"$81,205,559 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=theforeigner.htm,8,https://movie.douban.com/subject/25723583/,25723583,7,2017,tt1615160,https://www.imdb.com/title/tt1615160/?ref_=nv_sr_1,113,"$35,000,000 ",UK,0,4,Action,1,https://piaofang.maoyan.com/movie/949896,,,
93,32,The Foreigner,,"$81,205,559 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=theforeigner.htm,8,https://movie.douban.com/subject/25723583/,25723583,7,2017,tt1615160,https://www.imdb.com/title/tt1615160/?ref_=nv_sr_1,113,"$35,000,000 ",UK,0,4,Crime,8,https://piaofang.maoyan.com/movie/949896,,,
94,32,The Foreigner,,"$81,205,559 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=theforeigner.htm,8,https://movie.douban.com/subject/25723583/,25723583,7,2017,tt1615160,https://www.imdb.com/title/tt1615160/?ref_=nv_sr_1,113,"$35,000,000 ",UK,0,4,Drama,12,https://piaofang.maoyan.com/movie/949896,,,
95,32,The Foreigner,,"$81,205,559 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=theforeigner.htm,8,https://movie.douban.com/subject/25723583/,25723583,7,2017,tt1615160,https://www.imdb.com/title/tt1615160/?ref_=nv_sr_1,113,"$35,000,000 ",UK,0,4,Mystery,19,https://piaofang.maoyan.com/movie/949896,,,
96,32,The Foreigner,,"$81,205,559 ",30-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=theforeigner.htm,8,https://movie.douban.com/subject/25723583/,25723583,7,2017,tt1615160,https://www.imdb.com/title/tt1615160/?ref_=nv_sr_1,113,"$35,000,000 ",UK,0,4,Thriller,24,https://piaofang.maoyan.com/movie/949896,,,
97,33,Paradox,,"$79,214,898 ",17-Aug,33,https://www.boxofficemojo.com//movies/intl/?id=_fPARADOX01&country=CH&wk=2017W33&id=_fPARADOX01&p=.htm,7,https://movie.douban.com/subject/26826398/,26826398,7.1,2017,tt4540434,https://www.imdb.com/title/tt4540434/?ref_=nv_sr_1,90,,USA,0,4,Action,1,,,,
98,33,Paradox,,"$79,214,898 ",17-Aug,33,https://www.boxofficemojo.com//movies/intl/?id=_fPARADOX01&country=CH&wk=2017W33&id=_fPARADOX01&p=.htm,7,https://movie.douban.com/subject/26826398/,26826398,7.1,2017,tt4540434,https://www.imdb.com/title/tt4540434/?ref_=nv_sr_1,90,,USA,0,4,Drama,12,,,,
99,33,Paradox,,"$79,214,898 ",17-Aug,33,https://www.boxofficemojo.com//movies/intl/?id=_fPARADOX01&country=CH&wk=2017W33&id=_fPARADOX01&p=.htm,7,https://movie.douban.com/subject/26826398/,26826398,7.1,2017,tt4540434,https://www.imdb.com/title/tt4540434/?ref_=nv_sr_1,90,,USA,0,4,Sci-Fi,21,,,,
100,34,Boonie Bears: Entangled Worlds,,"$76,630,780 ",28-Jan,4,https://www.boxofficemojo.com//movies/intl/?id=_fBOONIEBEARSENTAN01&country=CH&wk=2017W4&id=_fBOONIEBEARSENTAN01&p=.htm,11,https://movie.douban.com/subject/26831711/,26831711,6.4,2017,tt6857250,https://www.imdb.com/title/tt6857250/?ref_=nv_sr_1, ,"$30,000,000 ",China,0,1,Animation,3,https://piaofang.maoyan.com/movie/1189089,,,
101,34,Boonie Bears: Entangled Worlds,,"$76,630,780 ",28-Jan,4,https://www.boxofficemojo.com//movies/intl/?id=_fBOONIEBEARSENTAN01&country=CH&wk=2017W4&id=_fBOONIEBEARSENTAN01&p=.htm,11,https://movie.douban.com/subject/26831711/,26831711,6.4,2017,tt6857250,https://www.imdb.com/title/tt6857250/?ref_=nv_sr_1, ,"$30,000,000 ",China,0,1,Action,1,https://piaofang.maoyan.com/movie/1189089,,,
102,34,Boonie Bears: Entangled Worlds,,"$76,630,780 ",28-Jan,4,https://www.boxofficemojo.com//movies/intl/?id=_fBOONIEBEARSENTAN01&country=CH&wk=2017W4&id=_fBOONIEBEARSENTAN01&p=.htm,11,https://movie.douban.com/subject/26831711/,26831711,6.4,2017,tt6857250,https://www.imdb.com/title/tt6857250/?ref_=nv_sr_1, ,"$30,000,000 ",China,0,1,Adventure,2,https://piaofang.maoyan.com/movie/1189089,,,
103,34,Boonie Bears: Entangled Worlds,,"$76,630,780 ",28-Jan,4,https://www.boxofficemojo.com//movies/intl/?id=_fBOONIEBEARSENTAN01&country=CH&wk=2017W4&id=_fBOONIEBEARSENTAN01&p=.htm,11,https://movie.douban.com/subject/26831711/,26831711,6.4,2017,tt6857250,https://www.imdb.com/title/tt6857250/?ref_=nv_sr_1, ,"$30,000,000 ",China,0,1,Comedy,6,https://piaofang.maoyan.com/movie/1189089,,,
104,34,Boonie Bears: Entangled Worlds,,"$76,630,780 ",28-Jan,4,https://www.boxofficemojo.com//movies/intl/?id=_fBOONIEBEARSENTAN01&country=CH&wk=2017W4&id=_fBOONIEBEARSENTAN01&p=.htm,11,https://movie.douban.com/subject/26831711/,26831711,6.4,2017,tt6857250,https://www.imdb.com/title/tt6857250/?ref_=nv_sr_1, ,"$30,000,000 ",China,0,1,Family,13,https://piaofang.maoyan.com/movie/1189089,,,
105,35,Kingsman: The Golden Circle,Fox,"$71,546,430 ",20-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=kingsman2.htm,23,https://movie.douban.com/subject/26378579/,26378579,6.9,2017,tt4649466,https://www.imdb.com/title/tt4649466/?ref_=nv_sr_1,141,"$104,000,000 ",UK,1,5,Action,1,https://piaofang.maoyan.com/movie/341173,,,2064.7万
106,35,Kingsman: The Golden Circle,Fox,"$71,546,430 ",20-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=kingsman2.htm,23,https://movie.douban.com/subject/26378579/,26378579,6.9,2017,tt4649466,https://www.imdb.com/title/tt4649466/?ref_=nv_sr_1,141,"$104,000,000 ",UK,1,5,Adventure,2,https://piaofang.maoyan.com/movie/341173,,,2064.7万
107,35,Kingsman: The Golden Circle,Fox,"$71,546,430 ",20-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=kingsman2.htm,23,https://movie.douban.com/subject/26378579/,26378579,6.9,2017,tt4649466,https://www.imdb.com/title/tt4649466/?ref_=nv_sr_1,141,"$104,000,000 ",UK,1,5,Comedy,6,https://piaofang.maoyan.com/movie/341173,,,2064.7万
108,36,Rogue One: A Star Wars Story,Disney,"$69,484,899 ",6-Jan,1,https://www.boxofficemojo.com//movies/?page=intl&id=starwars2016.htm,5,https://movie.douban.com/subject/25894431/,25894431,7.3,2016,tt3748528,https://www.imdb.com/title/tt3748528/?ref_=nv_sr_1,133,"$200,000,000 ",USA,0,1,Action,1,https://piaofang.maoyan.com/movie/247185,,,
109,37,Geostorm,WB,"$65,667,015 ",27-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=geostorm.htm,8,https://movie.douban.com/subject/22266012/,22266012,6,2017,tt1981128,https://www.imdb.com/title/tt1981128/?ref_=nv_sr_1,109,"$120,000,000 ",USA,1,5,Action,1,https://piaofang.maoyan.com/movie/338402,,,
110,37,Geostorm,WB,"$65,667,015 ",27-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=geostorm.htm,8,https://movie.douban.com/subject/22266012/,22266012,6,2017,tt1981128,https://www.imdb.com/title/tt1981128/?ref_=nv_sr_1,109,"$120,000,000 ",USA,1,5,Sci-Fi,21,https://piaofang.maoyan.com/movie/338402,,,
111,37,Geostorm,WB,"$65,667,015 ",27-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=geostorm.htm,8,https://movie.douban.com/subject/22266012/,22266012,6,2017,tt1981128,https://www.imdb.com/title/tt1981128/?ref_=nv_sr_1,109,"$120,000,000 ",USA,1,5,Thriller,24,https://piaofang.maoyan.com/movie/338402,,,
112,38,Valerian and the City of a Thousand Planets,Fund.,"$62,073,823 ",25-Aug,34,https://www.boxofficemojo.com//movies/?page=intl&id=valerian.htm,5,https://movie.douban.com/subject/11502973/,11502973,7,2017,tt2239822,https://www.imdb.com/title/tt2239822/?ref_=nv_sr_1,,"$177,200,000 ",France,0,4,Action,1,https://piaofang.maoyan.com/movie/249008,,,7702.7万
113,38,Valerian and the City of a Thousand Planets,Fund.,"$62,073,823 ",25-Aug,34,https://www.boxofficemojo.com//movies/?page=intl&id=valerian.htm,5,https://movie.douban.com/subject/11502973/,11502973,7,2017,tt2239822,https://www.imdb.com/title/tt2239822/?ref_=nv_sr_1,,"$177,200,000 ",France,0,4,Adventure,2,https://piaofang.maoyan.com/movie/249008,,,7702.7万
114,38,Valerian and the City of a Thousand Planets,Fund.,"$62,073,823 ",25-Aug,34,https://www.boxofficemojo.com//movies/?page=intl&id=valerian.htm,5,https://movie.douban.com/subject/11502973/,11502973,7,2017,tt2239822,https://www.imdb.com/title/tt2239822/?ref_=nv_sr_1,,"$177,200,000 ",France,0,4,Fantasy,14,https://piaofang.maoyan.com/movie/249008,,,7702.7万
115,38,Valerian and the City of a Thousand Planets,Fund.,"$62,073,823 ",25-Aug,34,https://www.boxofficemojo.com//movies/?page=intl&id=valerian.htm,5,https://movie.douban.com/subject/11502973/,11502973,7,2017,tt2239822,https://www.imdb.com/title/tt2239822/?ref_=nv_sr_1,,"$177,200,000 ",France,0,4,Sci-Fi,21,https://piaofang.maoyan.com/movie/249008,,,7702.7万
116,39,The Founding of an Army,,"$60,600,361 ",27-Jul,30,https://www.boxofficemojo.com//movies/intl/?id=_fTHEFOUNDINGOFANA01&country=CH&wk=2017W30&id=_fTHEFOUNDINGOFANA01&p=.htm,14,https://movie.douban.com/subject/26692823/,26692823,,2017,tt7185492,https://www.imdb.com/title/tt7185492/?ref_=nv_sr_1,133,,China,0,4,History,15,https://piaofang.maoyan.com/movie/345011,2.2万,276958,
117,40,Shock Wave,,"$58,716,549 ",28-Apr,17,https://www.boxofficemojo.com/movies/?page=intl&id=shockwave.htm,6,https://movie.douban.com/subject/26748673/,26748673,6.3,2017,tt5847286,https://www.imdb.com/title/tt5847286/?ref_=nv_sr_1,119,"$23,000,000 ",China,0,2,Action,1,https://piaofang.maoyan.com/movie/846531,,,
118,40,Shock Wave,,"$58,716,549 ",28-Apr,17,https://www.boxofficemojo.com/movies/?page=intl&id=shockwave.htm,6,https://movie.douban.com/subject/26748673/,26748673,6.3,2017,tt5847286,https://www.imdb.com/title/tt5847286/?ref_=nv_sr_1,119,"$23,000,000 ",China,0,2,Thriller,24,https://piaofang.maoyan.com/movie/846531,,,
119,41,The Devotion of Suspect X,,"$58,320,490 ",31-Mar,13,https://www.boxofficemojo.com//movies/?page=intl&id=thedevotionofsuspectx.htm,5,https://movie.douban.com/subject/26606743/,26606743,6.3,2017,tt3401392,https://www.imdb.com/title/tt3401392/?ref_=nv_sr_1,112,,USA,0,2,Crime,8,https://piaofang.maoyan.com/movie/343012,,,
120,41,The Devotion of Suspect X,,"$58,320,490 ",31-Mar,13,https://www.boxofficemojo.com//movies/?page=intl&id=thedevotionofsuspectx.htm,5,https://movie.douban.com/subject/26606743/,26606743,6.3,2017,tt3401392,https://www.imdb.com/title/tt3401392/?ref_=nv_sr_1,112,,USA,0,2,Thriller,24,https://piaofang.maoyan.com/movie/343012,,,
121,42,Goldbuster,,"$57,366,402 ",29-Dec,52,https://www.boxofficemojo.com//movies/?page=intl&id=goldbuster.htm,5,https://movie.douban.com/subject/26966580/,26966580,4.2,2017,tt7743588,https://www.imdb.com/title/tt7743588/?ref_=nv_sr_1,89,,China,0,1,Comedy,6,https://piaofang.maoyan.com/movie/1200984,,,3.25亿
122,43,Dunkirk,WB,"$50,970,494 ",1-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=chrisnolan2017.htm,5,https://movie.douban.com/subject/26607693/,26607693,8.4,2017,tt5013056,https://www.imdb.com/title/tt5013056/?ref_=nv_sr_1,106,"$100,000,000 ",UK,0,4,Action,1,https://piaofang.maoyan.com/movie/905993,,,
123,43,Dunkirk,WB,"$50,970,494 ",1-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=chrisnolan2017.htm,5,https://movie.douban.com/subject/26607693/,26607693,8.4,2017,tt5013056,https://www.imdb.com/title/tt5013056/?ref_=nv_sr_1,106,"$100,000,000 ",UK,0,4,Drama,12,https://piaofang.maoyan.com/movie/905993,,,
124,43,Dunkirk,WB,"$50,970,494 ",1-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=chrisnolan2017.htm,5,https://movie.douban.com/subject/26607693/,26607693,8.4,2017,tt5013056,https://www.imdb.com/title/tt5013056/?ref_=nv_sr_1,106,"$100,000,000 ",UK,0,4,History,15,https://piaofang.maoyan.com/movie/905993,,,
125,43,Dunkirk,WB,"$50,970,494 ",1-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=chrisnolan2017.htm,5,https://movie.douban.com/subject/26607693/,26607693,8.4,2017,tt5013056,https://www.imdb.com/title/tt5013056/?ref_=nv_sr_1,106,"$100,000,000 ",UK,0,4,Thriller,24,https://piaofang.maoyan.com/movie/905993,,,
126,43,Dunkirk,WB,"$50,970,494 ",1-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=chrisnolan2017.htm,5,https://movie.douban.com/subject/26607693/,26607693,8.4,2017,tt5013056,https://www.imdb.com/title/tt5013056/?ref_=nv_sr_1,106,"$100,000,000 ",UK,0,4,War,25,https://piaofang.maoyan.com/movie/905993,,,
127,44,Sky Hunter,,"$47,995,941 ",29-Sep,39,https://www.boxofficemojo.com//movies/intl/?id=_fSKYHUNTER01&country=CH&wk=2017W39&id=_fSKYHUNTER01&p=.htm,9,https://movie.douban.com/subject/26753020/,26753020,5,2017,tt6908536,https://www.imdb.com/title/tt6908536/?ref_=nv_sr_1,115,"$32,000,000 ",China,0,4,Action,1,https://piaofang.maoyan.com/movie/436782,,,
128,44,Sky Hunter,,"$47,995,941 ",29-Sep,39,https://www.boxofficemojo.com//movies/intl/?id=_fSKYHUNTER01&country=CH&wk=2017W39&id=_fSKYHUNTER01&p=.htm,9,https://movie.douban.com/subject/26753020/,26753020,5,2017,tt6908536,https://www.imdb.com/title/tt6908536/?ref_=nv_sr_1,115,"$32,000,000 ",China,0,4,Drama,12,https://piaofang.maoyan.com/movie/436782,,,
129,44,Sky Hunter,,"$47,995,941 ",29-Sep,39,https://www.boxofficemojo.com//movies/intl/?id=_fSKYHUNTER01&country=CH&wk=2017W39&id=_fSKYHUNTER01&p=.htm,9,https://movie.douban.com/subject/26753020/,26753020,5,2017,tt6908536,https://www.imdb.com/title/tt6908536/?ref_=nv_sr_1,115,"$32,000,000 ",China,0,4,Romance,20,https://piaofang.maoyan.com/movie/436782,,,
130,44,Sky Hunter,,"$47,995,941 ",29-Sep,39,https://www.boxofficemojo.com//movies/intl/?id=_fSKYHUNTER01&country=CH&wk=2017W39&id=_fSKYHUNTER01&p=.htm,9,https://movie.douban.com/subject/26753020/,26753020,5,2017,tt6908536,https://www.imdb.com/title/tt6908536/?ref_=nv_sr_1,115,"$32,000,000 ",China,0,4,Thriller,24,https://piaofang.maoyan.com/movie/436782,,,
131,44,Sky Hunter,,"$47,995,941 ",29-Sep,39,https://www.boxofficemojo.com//movies/intl/?id=_fSKYHUNTER01&country=CH&wk=2017W39&id=_fSKYHUNTER01&p=.htm,9,https://movie.douban.com/subject/26753020/,26753020,5,2017,tt6908536,https://www.imdb.com/title/tt6908536/?ref_=nv_sr_1,115,"$32,000,000 ",China,0,4,War,25,https://piaofang.maoyan.com/movie/436782,,,
132,45,Bleeding Steel,,"$47,628,513 ",22-Dec,51,https://www.boxofficemojo.com//movies/intl/?id=_fBLEEDINGSTEEL01&country=CH&wk=2017W51&id=_fBLEEDINGSTEEL01&p=.htm,1,https://movie.douban.com/subject/26729868/,26729868,4.7,2017,tt5813366,https://www.imdb.com/title/tt5813366/?ref_=nv_sr_1,109,"$65,000,000 ",China,0,1,Action,1,,,,
133,45,Bleeding Steel,,"$47,628,513 ",22-Dec,51,https://www.boxofficemojo.com//movies/intl/?id=_fBLEEDINGSTEEL01&country=CH&wk=2017W51&id=_fBLEEDINGSTEEL01&p=.htm,1,https://movie.douban.com/subject/26729868/,26729868,4.7,2017,tt5813366,https://www.imdb.com/title/tt5813366/?ref_=nv_sr_1,109,"$65,000,000 ",China,0,1,Sci-Fi,21,,,,
134,45,Bleeding Steel,,"$47,628,513 ",22-Dec,51,https://www.boxofficemojo.com//movies/intl/?id=_fBLEEDINGSTEEL01&country=CH&wk=2017W51&id=_fBLEEDINGSTEEL01&p=.htm,1,https://movie.douban.com/subject/26729868/,26729868,4.7,2017,tt5813366,https://www.imdb.com/title/tt5813366/?ref_=nv_sr_1,109,"$65,000,000 ",China,0,1,Thriller,24,,,,
135,46,Hanson and the Beast,,"$46,154,323 ",29-Dec,52,https://www.boxofficemojo.com//movies/intl/?id=_fHANSONANDTHEBEAS01&country=CH&wk=2017W52&id=_fHANSONANDTHEBEAS01&p=.htm,1,https://movie.douban.com/subject/26797419/,26797419,5.5,2017,tt7787418,https://www.imdb.com/title/tt7787418/?ref_=nv_sr_1,110,"$18,500,000 ",China,0,1,Comedy,6,,,,
136,46,Hanson and the Beast,,"$46,154,323 ",29-Dec,52,https://www.boxofficemojo.com//movies/intl/?id=_fHANSONANDTHEBEAS01&country=CH&wk=2017W52&id=_fHANSONANDTHEBEAS01&p=.htm,1,https://movie.douban.com/subject/26797419/,26797419,5.5,2017,tt7787418,https://www.imdb.com/title/tt7787418/?ref_=nv_sr_1,110,"$18,500,000 ",China,0,1,Fantasy,14,,,,
137,46,Hanson and the Beast,,"$46,154,323 ",29-Dec,52,https://www.boxofficemojo.com//movies/intl/?id=_fHANSONANDTHEBEAS01&country=CH&wk=2017W52&id=_fHANSONANDTHEBEAS01&p=.htm,1,https://movie.douban.com/subject/26797419/,26797419,5.5,2017,tt7787418,https://www.imdb.com/title/tt7787418/?ref_=nv_sr_1,110,"$18,500,000 ",China,0,1,Romance,20,,,,
138,47,The Thousand Faces Of Dunjia,,"$46,105,498 ",15-Dec,50,https://www.boxofficemojo.com/movies/?page=intl&id=thethousandfacesofdunjia.htm,5,https://movie.douban.com/subject/26661191/,26661191,4.4,2017,tt6814080,https://www.imdb.com/title/tt6814080/?ref_=nv_sr_1,113,,China,0,1,Action,1,https://piaofang.maoyan.com/movie/344183,,,6.57亿
139,47,The Thousand Faces Of Dunjia,,"$46,105,498 ",15-Dec,50,https://www.boxofficemojo.com/movies/?page=intl&id=thethousandfacesofdunjia.htm,5,https://movie.douban.com/subject/26661191/,26661191,4.4,2017,tt6814080,https://www.imdb.com/title/tt6814080/?ref_=nv_sr_1,113,,China,0,1,Adventure,2,https://piaofang.maoyan.com/movie/344183,,,6.57亿
140,47,The Thousand Faces Of Dunjia,,"$46,105,498 ",15-Dec,50,https://www.boxofficemojo.com/movies/?page=intl&id=thethousandfacesofdunjia.htm,5,https://movie.douban.com/subject/26661191/,26661191,4.4,2017,tt6814080,https://www.imdb.com/title/tt6814080/?ref_=nv_sr_1,113,,China,0,1,Fantasy,14,https://piaofang.maoyan.com/movie/344183,,,6.57亿
141,48,Guilty of Mind,,"$45,698,503 ",11-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fGUILTYOFMIND01&country=CH&wk=2017W32&id=_fGUILTYOFMIND01&p=.htm,10,https://movie.douban.com/subject/26698000/,26698000,4.9,2017,tt7232860,https://www.imdb.com/title/tt7232860/?ref_=nv_sr_1,110,"$18,000,000 ",China,0,4,Action,1,https://piaofang.maoyan.com/movie/342381,,,8232.8万
142,48,Guilty of Mind,,"$45,698,503 ",11-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fGUILTYOFMIND01&country=CH&wk=2017W32&id=_fGUILTYOFMIND01&p=.htm,10,https://movie.douban.com/subject/26698000/,26698000,4.9,2017,tt7232860,https://www.imdb.com/title/tt7232860/?ref_=nv_sr_1,110,"$18,000,000 ",China,0,4,Crime,8,https://piaofang.maoyan.com/movie/342381,,,8232.8万
143,48,Guilty of Mind,,"$45,698,503 ",11-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fGUILTYOFMIND01&country=CH&wk=2017W32&id=_fGUILTYOFMIND01&p=.htm,10,https://movie.douban.com/subject/26698000/,26698000,4.9,2017,tt7232860,https://www.imdb.com/title/tt7232860/?ref_=nv_sr_1,110,"$18,000,000 ",China,0,4,Drama,12,https://piaofang.maoyan.com/movie/342381,,,8232.8万
144,48,Guilty of Mind,,"$45,698,503 ",11-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fGUILTYOFMIND01&country=CH&wk=2017W32&id=_fGUILTYOFMIND01&p=.htm,10,https://movie.douban.com/subject/26698000/,26698000,4.9,2017,tt7232860,https://www.imdb.com/title/tt7232860/?ref_=nv_sr_1,110,"$18,000,000 ",China,0,4,Mystery,19,https://piaofang.maoyan.com/movie/342381,,,8232.8万
145,48,Guilty of Mind,,"$45,698,503 ",11-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fGUILTYOFMIND01&country=CH&wk=2017W32&id=_fGUILTYOFMIND01&p=.htm,10,https://movie.douban.com/subject/26698000/,26698000,4.9,2017,tt7232860,https://www.imdb.com/title/tt7232860/?ref_=nv_sr_1,110,"$18,000,000 ",China,0,4,Sci-Fi,21,https://piaofang.maoyan.com/movie/342381,,,8232.8万
