,Rank,MovieName,Distributor,Gross,Release,Week,BOM_link,ReleaseInfo,db_link,db_id,rating,year,imdb_id,imdb_link,Runtime,Budget,Country,GoldRelease,IssueDataOfGoldenWeek,Genre,Number
165,79,Heartfall Arises,,"$16,748,620 ",20-Oct,42,https://www.boxofficemojo.com//movies/intl/?id=_fHEARTFALLARISES01&country=CH&wk=2016W42&id=_fHEARTFALLARISES01&p=.htm,5,https://movie.douban.com/subject/26220722/,26220722,3.9,2016,tt5618870,https://www.imdb.com/title/tt5618870/?ref_=nv_sr_1,106,"HKD&nbsp;100,000,000",Hong,1,5,Thriller,24
166,80,The Huntsman Winter's War,,"$16,280,125 ",22-Apr,16,https://www.boxofficemojo.com//movies/?page=intl&id=huntsman.htm,9,https://movie.douban.com/subject/10791575/,10791575,5.4,2016,tt2381991,https://www.imdb.com/title/tt2381991/?ref_=nv_sr_1,114,"$115,000,000 ",USA,0,2,Action,1
167,80,The Huntsman Winter's War,,"$16,280,125 ",22-Apr,16,https://www.boxofficemojo.com//movies/?page=intl&id=huntsman.htm,9,https://movie.douban.com/subject/10791575/,10791575,5.4,2016,tt2381991,https://www.imdb.com/title/tt2381991/?ref_=nv_sr_1,114,"$115,000,000 ",USA,0,2,Adventure,2
168,80,The Huntsman Winter's War,,"$16,280,125 ",22-Apr,16,https://www.boxofficemojo.com//movies/?page=intl&id=huntsman.htm,9,https://movie.douban.com/subject/10791575/,10791575,5.4,2016,tt2381991,https://www.imdb.com/title/tt2381991/?ref_=nv_sr_1,114,"$115,000,000 ",USA,0,2,Drama,12
169,80,The Huntsman Winter's War,,"$16,280,125 ",22-Apr,16,https://www.boxofficemojo.com//movies/?page=intl&id=huntsman.htm,9,https://movie.douban.com/subject/10791575/,10791575,5.4,2016,tt2381991,https://www.imdb.com/title/tt2381991/?ref_=nv_sr_1,114,"$115,000,000 ",USA,0,2,Fantasy,14
170,81,Criminal (2016),,"$15,772,274 ",13-May,19,https://www.boxofficemojo.com//movies/?page=intl&id=criminal2015.htm,5,https://movie.douban.com/subject/25944714/,25944714,6.4,2016,tt3014866,https://www.imdb.com/title/tt3014866/?ref_=fn_al_tt_1,113,"$31,500,000 ",USA,1,3,Crime,8
171,82,Eiga Doraemon: Shin Nobita no Nippon tanjou,HuaXia,"$15,588,278 ",22-Jul,29,https://www.boxofficemojo.com//movies/intl/?id=_fDORAEMONNOBITANO02&country=CH&wk=2016W30&id=_fDORAEMONNOBITANO02&p=.htm,3,https://movie.douban.com/subject/3154822/,3154822,7.7,2009,tt5544700,https://www.imdb.com/title/tt5544700/?ref_=fn_al_tt_1,104,,Japan,0,4,Animation,3
172,83,One Piece Film Gold,,"$15,584,811 ",11-Nov,45,https://www.boxofficemojo.com//movies/?page=intl&id=onepiecefilmgold.htm,4,https://movie.douban.com/subject/26598021/,26598021,7.7,2016,tt5251328,https://www.imdb.com/title/tt5251328/?ref_=nv_sr_1,120,,Japan,1,5,Animation,3
173,83,One Piece Film Gold,,"$15,584,811 ",11-Nov,45,https://www.boxofficemojo.com//movies/?page=intl&id=onepiecefilmgold.htm,4,https://movie.douban.com/subject/26598021/,26598021,7.7,2016,tt5251328,https://www.imdb.com/title/tt5251328/?ref_=nv_sr_1,120,,Japan,1,5,Action,1
174,83,One Piece Film Gold,,"$15,584,811 ",11-Nov,45,https://www.boxofficemojo.com//movies/?page=intl&id=onepiecefilmgold.htm,4,https://movie.douban.com/subject/26598021/,26598021,7.7,2016,tt5251328,https://www.imdb.com/title/tt5251328/?ref_=nv_sr_1,120,,Japan,1,5,Adventure,2
175,83,One Piece Film Gold,,"$15,584,811 ",11-Nov,45,https://www.boxofficemojo.com//movies/?page=intl&id=onepiecefilmgold.htm,4,https://movie.douban.com/subject/26598021/,26598021,7.7,2016,tt5251328,https://www.imdb.com/title/tt5251328/?ref_=nv_sr_1,120,,Japan,1,5,Fantasy,14
176,84,Boruto: Naruto the Movie,,"$15,392,640 ",18-Feb,7,https://www.boxofficemojo.com//movies/?page=intl&id=borutonarutothemovie.htm,4,https://movie.douban.com/subject/26282448/,26282448,8.3,2015,tt4618398,https://www.imdb.com/title/tt4618398/?ref_=nv_sr_1,95,,japan,0,1,Animation,3
177,85,The Shallows,Sony,"$15,291,870 ",9-Sep,36,https://www.boxofficemojo.com//movies/?page=intl&id=theshallows.htm,5,https://movie.douban.com/subject/26000205/,26000205,7.1,2016,tt4052882,https://www.imdb.com/title/tt4052882/?ref_=nv_sr_1,86,"$17,000,000 ",USA,0,4,Drama,12
178,85,The Shallows,Sony,"$15,291,870 ",9-Sep,36,https://www.boxofficemojo.com//movies/?page=intl&id=theshallows.htm,5,https://movie.douban.com/subject/26000205/,26000205,7.1,2016,tt4052882,https://www.imdb.com/title/tt4052882/?ref_=nv_sr_1,86,"$17,000,000 ",USA,0,4,Horror,16
179,85,The Shallows,Sony,"$15,291,870 ",9-Sep,36,https://www.boxofficemojo.com//movies/?page=intl&id=theshallows.htm,5,https://movie.douban.com/subject/26000205/,26000205,7.1,2016,tt4052882,https://www.imdb.com/title/tt4052882/?ref_=nv_sr_1,86,"$17,000,000 ",USA,0,4,Thriller,24
180,86,Three,,"$14,968,027 ",24-Jun,25,https://www.boxofficemojo.com//movies/?page=intl&id=three.htm,3,https://movie.douban.com/subject/26235349/,26235349,5.9,2016,tt5027774,https://www.imdb.com/title/tt5027774/?ref_=nv_sr_1,,,,1,3,Comedy,6
182,88,The Walk,,"$13,773,172 ",22-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=clouds2015.htm,4,https://movie.douban.com/subject/25819229/,25819229,7.6,2015,tt3488710,https://www.imdb.com/title/tt3488710/?ref_=nv_sr_1,123,"$35,000,000 ",USA,0,1,Adventure,2
183,88,The Walk,,"$13,773,172 ",22-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=clouds2015.htm,4,https://movie.douban.com/subject/25819229/,25819229,7.6,2015,tt3488710,https://www.imdb.com/title/tt3488710/?ref_=nv_sr_1,123,"$35,000,000 ",USA,0,1,Biography,4
184,88,The Walk,,"$13,773,172 ",22-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=clouds2015.htm,4,https://movie.douban.com/subject/25819229/,25819229,7.6,2015,tt3488710,https://www.imdb.com/title/tt3488710/?ref_=nv_sr_1,123,"$35,000,000 ",USA,0,1,Drama,12
185,88,The Walk,,"$13,773,172 ",22-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=clouds2015.htm,4,https://movie.douban.com/subject/25819229/,25819229,7.6,2015,tt3488710,https://www.imdb.com/title/tt3488710/?ref_=nv_sr_1,123,"$35,000,000 ",USA,0,1,Thriller,24
186,89,Phantom of the Theatre,,"$13,482,888 ",29-Apr,17,,,https://movie.douban.com/subject/26220725/,26220725,4.6,2016,tt5639650,https://www.imdb.com/title/tt5639650/?ref_=nv_sr_1,103,,China,0,2,Fantasy,14
187,90,New Happy Dad and Son 2: The Instant Genius,China Film,"$13,375,370 ",19-Aug,33,https://www.boxofficemojo.com//movies/intl/?id=_fNEWHAPPYDADANDSO01&country=CH&wk=2016W33&id=_fNEWHAPPYDADANDSO01&p=.htm,10,https://movie.douban.com/subject/26839582/,26839582,4.2,2016,tt6448170,https://www.imdb.com/title/tt6448170/?ref_=nv_sr_1,85,,China,0,4,Comedy,6
188,90,New Happy Dad and Son 2: The Instant Genius,China Film,"$13,375,370 ",19-Aug,33,https://www.boxofficemojo.com//movies/intl/?id=_fNEWHAPPYDADANDSO01&country=CH&wk=2016W33&id=_fNEWHAPPYDADANDSO01&p=.htm,10,https://movie.douban.com/subject/26839582/,26839582,4.2,2016,tt6448170,https://www.imdb.com/title/tt6448170/?ref_=nv_sr_1,85,,China,0,4,Family,13
189,91,Song of the Phoenix,,"$13,075,926 ",6-May,18,https://www.boxofficemojo.com//movies/intl/?id=_fSONGOFTHEPHOENIX01&country=CH&wk=2016W19&id=_fSONGOFTHEPHOENIX01&p=.htm,9,https://movie.douban.com/subject/10831445/,10831445,8,2013,tt3214392,https://www.imdb.com/title/tt3214392/?ref_=nv_sr_1,110,,China,1,3,Drama,12
192,94,Tik Tok,China Film,"$11,702,016 ",15-Jul,28,https://www.boxofficemojo.com//movies/intl/?id=_fTIKTOK01&country=CH&wk=2016W29&id=_fTIKTOK01&p=.htm,3,https://movie.douban.com/subject/26375609/,26375609,7,2016,tt6033150,https://www.imdb.com/title/tt6033150/?ref_=nv_sr_1,103,,China,0,4,Crime,12
193,95,For Love,,"$11,487,632 ",29-Jan,5,https://www.boxofficemojo.com//movies/intl/?id=_fFORLOVE01&country=CH&wk=2016W5&id=_fFORLOVE01&p=.htm,2,https://movie.douban.com/subject/26413306/,26413306,3.6,2016,tt0118694,https://www.imdb.com/title/tt0118694/?ref_=nv_sr_1,98,,Hong,0,1,Drama,12
194,95,For Love,,"$11,487,632 ",29-Jan,5,https://www.boxofficemojo.com//movies/intl/?id=_fFORLOVE01&country=CH&wk=2016W5&id=_fFORLOVE01&p=.htm,2,https://movie.douban.com/subject/26413306/,26413306,3.6,2016,tt0118694,https://www.imdb.com/title/tt0118694/?ref_=nv_sr_1,98,,Hong,0,1,Romance,20
195,96,Storks,WB,"$11,461,078 ",23-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=storks.htm,6,https://movie.douban.com/subject/26374205/,26374205,7.5,2016,tt4624424,https://www.imdb.com/title/tt4624424/?ref_=nv_sr_1,87,"$70,000,000 ",USA,0,4,Animation,3
196,96,Storks,WB,"$11,461,078 ",23-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=storks.htm,6,https://movie.douban.com/subject/26374205/,26374205,7.5,2016,tt4624424,https://www.imdb.com/title/tt4624424/?ref_=nv_sr_1,87,"$70,000,000 ",USA,0,4,Adventure,2
197,96,Storks,WB,"$11,461,078 ",23-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=storks.htm,6,https://movie.douban.com/subject/26374205/,26374205,7.5,2016,tt4624424,https://www.imdb.com/title/tt4624424/?ref_=nv_sr_1,87,"$70,000,000 ",USA,0,4,Comedy,6
198,96,Storks,WB,"$11,461,078 ",23-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=storks.htm,6,https://movie.douban.com/subject/26374205/,26374205,7.5,2016,tt4624424,https://www.imdb.com/title/tt4624424/?ref_=nv_sr_1,87,"$70,000,000 ",USA,0,4,Family,13
199,96,Storks,WB,"$11,461,078 ",23-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=storks.htm,6,https://movie.douban.com/subject/26374205/,26374205,7.5,2016,tt4624424,https://www.imdb.com/title/tt4624424/?ref_=nv_sr_1,87,"$70,000,000 ",USA,0,4,Fantasy,14
201,98,Deepwater Horizon,,"$10,507,817 ",15-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=deepwaterhorizon.htm,4,https://movie.douban.com/subject/22266320/,22266320,7,2016,tt1860357,https://www.imdb.com/title/tt1860357/?ref_=nv_sr_1,107,"$110,000,000 ",Hong,1,5,Action,1
202,98,Deepwater Horizon,,"$10,507,817 ",15-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=deepwaterhorizon.htm,4,https://movie.douban.com/subject/22266320/,22266320,7,2016,tt1860357,https://www.imdb.com/title/tt1860357/?ref_=nv_sr_1,107,"$110,000,000 ",Hong,1,5,Drama,12
203,98,Deepwater Horizon,,"$10,507,817 ",15-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=deepwaterhorizon.htm,4,https://movie.douban.com/subject/22266320/,22266320,7,2016,tt1860357,https://www.imdb.com/title/tt1860357/?ref_=nv_sr_1,107,"$110,000,000 ",Hong,1,5,History,15
204,98,Deepwater Horizon,,"$10,507,817 ",15-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=deepwaterhorizon.htm,4,https://movie.douban.com/subject/22266320/,22266320,7,2016,tt1860357,https://www.imdb.com/title/tt1860357/?ref_=nv_sr_1,107,"$110,000,000 ",Hong,1,5,Thriller,24
205,99,Hide and Seek (2016),,"$10,315,084 ",4-Nov,44,https://www.boxofficemojo.com//movies/intl/?id=_fHIDEANDSEEK202&country=CH&wk=2016W44&id=_fHIDEANDSEEK202&p=.htm,5,https://movie.douban.com/subject/1308995/,1308995,7.4,2005,tt5662906,https://www.imdb.com/title/tt5662906/?ref_=fn_al_tt_1,105,,China,1,5,Mystery,
206,100,Born in China,,"$9,880,653 ",12-Aug,32,https://www.boxofficemojo.com//movies/?page=intl&id=borninchina.htm,10,https://movie.douban.com/subject/26376454/,26376454,8,2016,tt4629266,https://www.imdb.com/title/tt4629266/?ref_=nv_sr_1,79,,UK,0,4,Documentary,11
